first_name,last_name,gender,age,DOB,address,postcode,country,state,job_title,job_industry_category,past_3_years_bike_related_purchases,property_valuation,wealth_segment,tenure,deceased_indicator,owns_car
Elvin,Trayhorn,0,24,1993-06-02,79 Sheridan Point,2231,Australia,NSW,VP Accounting,Financial Services,46,10,High Net Worth,10,0,0
Dmitri,Viant,2,45,,95960 Warner Parkway,3842,Australia,VIC,Paralegal,Financial Services,62,1,Affluent Customer,5,0,0
Sonni,Milligan,1,29,1988-03-05,04769 Dahle Plaza,3170,Australia,VIC,Budget/Accounting Analyst III,Retail,73,9,Mass Customer,14,0,1
Kellina,Haygreen,1,51,1966-01-19,5731 Bunker Hill Lane,2046,Australia,NSW,Librarian,Entertainment,38,10,Affluent Customer,18,0,0
Yuma,Dennick,0,45,1972-11-10,89244 Macpherson Trail,2528,Australia,NSW,,Manufacturing,40,8,Mass Customer,6,0,1
Ashleigh,,1,21,1996-04-05,922 Utah Avenue,3204,Australia,VIC,Budget/Accounting Analyst III,,46,12,Mass Customer,6,0,1
Therese,Brotherhood,1,36,1981-07-28,25044 Bay Avenue,2042,Australia,NSW,Food Chemist,Health,30,10,Mass Customer,10,0,0
Pansie,Beccero,1,53,1964-07-07,315 Hudson Road,4818,Australia,QLD,Software Test Engineer I,Financial Services,35,5,Affluent Customer,10,0,1
Reinaldos,Simmig,0,62,1955-01-15,6112 Mariners Cove Park,3147,Australia,VIC,Nurse Practicioner,Manufacturing,55,10,High Net Worth,8,0,0
Calhoun,Mussington,0,25,1992-10-13,176 Fallview Plaza,2019,Australia,NSW,Dental Hygienist,Health,98,9,Mass Customer,12,0,0
Winn,Wells,0,23,1994-04-12,544 Pawling Road,2230,Australia,NSW,Analyst Programmer,Manufacturing,66,10,Affluent Customer,9,0,0
Rafi,Brettelle,0,61,1956-08-12,11 Brickson Park Alley,2166,Australia,NSW,Operator,Health,89,10,High Net Worth,6,0,0
Fey,,1,60,1957-09-04,77 Paget Park,3147,Australia,VIC,Research Nurse,Health,48,12,High Net Worth,11,0,1
Verne,Loalday,0,35,1982-03-20,598 Memorial Place,2082,Australia,NSW,Marketing Assistant,IT,1,10,High Net Worth,7,0,0
Eleonora,Wiszniewski,1,37,1980-04-23,6227 Quincy Terrace,4740,Australia,QLD,Financial Advisor,Financial Services,49,2,Affluent Customer,9,0,0
Fayre,Brannigan,1,25,1992-10-13,31351 Sunbrook Place,2234,Australia,NSW,Geological Engineer,Manufacturing,32,10,Mass Customer,9,0,1
Eachelle,Noirel,1,43,1974-01-26,80 Schiller Center,2292,Australia,NSW,Registered Nurse,Health,93,6,Affluent Customer,11,0,1
Carl,Troyes,0,44,1973-03-12,1217 Melody Alley,3109,Australia,VIC,Associate Professor,Property,4,10,Mass Customer,7,0,0
Cordie,Brankley,1,63,1954-09-21,46 Westerfield Place,2195,Australia,NSW,Librarian,Entertainment,79,6,High Net Worth,18,0,0
Jackie,Pays,0,62,1955-11-09,75024 Ronald Regan Hill,2135,Australia,NSW,Developer I,Health,21,12,Mass Customer,9,0,0
Carroll,Schlagman,1,66,1951-08-25,15 Fisk Road,2099,Australia,NSW,Clinical Specialist,Health,61,9,Affluent Customer,13,0,0
Frans,Idale,0,48,1969-10-03,96 Hermina Place,4350,Australia,QLD,Nurse,Manufacturing,1,2,Mass Customer,10,0,0
Amara,Clow,1,51,1966-11-17,99376 Namekagon Street,3101,Australia,VIC,Biostatistician IV,Financial Services,47,12,Mass Customer,13,0,1
Anthony,Morison,0,79,1938-06-08,276 Derek Circle,2759,Australia,NSW,General Manager,Health,7,9,Mass Customer,12,0,0
Cherye,Stanfield,1,36,1981-07-05,56766 Mariners Cove Place,2256,Australia,NSW,Environmental Tech,Manufacturing,0,9,Affluent Customer,13,0,0
Ansell,Tolhurst,0,68,1949-08-11,13 Montana Place,2232,Australia,NSW,Chemical Engineer,Manufacturing,77,10,Affluent Customer,22,0,0
Erminie,Rabidge,1,35,1982-03-09,1969 Melody Lane,2170,Australia,NSW,,Manufacturing,64,8,High Net Worth,17,0,0
Rosene,Beckey,1,43,1974-05-21,02463 Portage Center,2107,Australia,NSW,Account Executive,Health,25,11,Mass Customer,14,0,1
Darlleen,Shalcras,1,37,1980-09-14,383 Graceland Avenue,2010,Australia,NSW,Health Coach I,Health,77,10,Mass Customer,11,0,0
Bryon,Goundry,0,66,1951-02-05,005 Kensington Street,4165,Australia,QLD,Marketing Manager,Manufacturing,79,5,Mass Customer,21,0,0
Sherwin,Minocchi,0,70,1947-07-13,1 Alpine Crossing,2536,Australia,NSW,Project Manager,,71,8,Mass Customer,11,0,1
Luci,Dyter,1,65,1952-05-30,2 Namekagon Trail,3981,Australia,VIC,Software Test Engineer I,Manufacturing,12,7,High Net Worth,20,0,0
Sloan,Pudney,0,53,1964-11-10,6771 Pleasure Terrace,4557,Australia,QLD,Junior Executive,Financial Services,83,9,Affluent Customer,16,0,0
Otes,Elegood,0,77,1940-11-25,2632 Del Mar Point,2226,Australia,NSW,Programmer III,Financial Services,67,11,High Net Worth,21,0,0
Davie,Blay,0,32,1985-12-19,7021 5th Alley,2770,Australia,NSW,Financial Analyst,Financial Services,94,7,Mass Customer,8,0,0
Dorolice,Osmon,1,56,1961-01-15,602 Clove Center,3046,Australia,VIC,,Financial Services,46,6,Affluent Customer,15,0,0
Meade,McReedy,1,49,1968-11-23,04153 Johnson Point,2193,Australia,NSW,Safety Technician IV,Financial Services,94,10,Affluent Customer,9,0,1
Rikki,Chaffey,0,72,1945-06-11,9 Spohn Way,4127,Australia,QLD,Chemical Engineer,Manufacturing,69,1,Mass Customer,20,0,0
Adria,Van den Velde,1,39,1978-07-10,6030 Becker Plaza,2261,Australia,NSW,Nuclear Power Engineer,Manufacturing,39,7,Affluent Customer,9,0,1
Dmitri,,0,26,1991-02-06,4 Mallory Pass,3690,Australia,VIC,,Financial Services,72,4,High Net Worth,15,0,1
Maddalena,Hencke,1,65,1952-12-09,64037 Swallow Crossing,4170,Australia,QLD,Help Desk Operator,,61,5,High Net Worth,22,0,0
Rand,Winchcum,0,17,2000-04-10,4594 Jackson Hill,2146,Australia,NSW,Software Consultant,,34,7,Affluent Customer,3,0,0
Rowen,Sollas,0,57,1960-04-23,4 Anzinger Street,4556,Australia,QLD,Dental Hygienist,Health,38,8,Mass Customer,5,0,0
Boothe,Hayselden,0,77,1940-05-18,33 Pond Point,2291,Australia,NSW,Computer Systems Analyst III,Health,42,10,Mass Customer,17,0,1
Noak,Sleany,0,52,1965-05-04,1 Roth Plaza,3121,Australia,VIC,Budget/Accounting Analyst I,Financial Services,1,10,Affluent Customer,17,0,0
Callean,Wass,0,29,1988-12-15,0593 Stoughton Center,3073,Australia,VIC,GIS Technical Architect,Financial Services,65,8,Affluent Customer,14,0,0
Keelby,Sudlow,0,29,1988-09-01,8042 Cherokee Court,3163,Australia,VIC,Marketing Assistant,Manufacturing,96,8,High Net Worth,12,0,0
Rodrique,Vernon,0,39,1978-08-06,5864 Mcbride Trail,3174,Australia,VIC,Budget/Accounting Analyst III,Manufacturing,70,8,Affluent Customer,17,0,0
Brod,Attrey,0,51,1966-11-05,180 Lakewood Park,2194,Australia,NSW,Budget/Accounting Analyst III,,46,8,Mass Customer,14,0,1
Manny,Mandy,0,40,1977-01-28,6 Union Center,4280,Australia,QLD,Account Representative III,Argiculture,36,7,Mass Customer,16,0,0
Becky,Lassen,1,44,1973-05-11,41153 Pond Park,2251,Australia,NSW,Sales Associate,Financial Services,11,8,Mass Customer,7,0,1
Tessa,Heakey,1,46,1971-05-31,6233 Fulton Point,3337,Australia,VIC,Senior Financial Analyst,Financial Services,43,6,Mass Customer,9,0,0
Herbert,Henryson,0,22,1995-10-10,05123 Bobwhite Plaza,2528,Australia,NSW,Marketing Manager,,21,9,Mass Customer,4,0,0
Cristie,Bence,1,17,2000-04-17,3413 Schmedeman Court,4122,Australia,QLD,Automation Specialist II,,49,8,High Net Worth,9,0,0
Renate,Whyte,1,54,1963-12-08,4189 Laurel Center,2620,Australia,NSW,Registered Nurse,Health,60,7,High Net Worth,15,0,1
Toma,Woolforde,1,25,1992-03-09,76 Melody Avenue,2092,Australia,NSW,Cost Accountant,Financial Services,67,12,Mass Customer,5,0,1
Dorie,Dunleavy,1,55,1962-05-05,1 Mcguire Lane,3356,Australia,VIC,Registered Nurse,Health,24,4,Affluent Customer,12,0,0
Ellie,Toope,1,44,1973-08-11,8734 Fulton Hill,2156,Australia,NSW,Staff Accountant III,Property,29,11,High Net Worth,4,0,1
Leonora,Swetenham,1,50,1967-10-05,660 Hallows Place,2026,Australia,NSW,,IT,66,10,Mass Customer,10,0,1
Teodor,Mullinder,0,55,1962-08-26,43 Pond Junction,3216,Australia,VIC,Nuclear Power Engineer,Manufacturing,56,5,High Net Worth,11,0,0
Jared,Fendlow,0,54,1963-08-25,6195 Bellgrove Lane,4211,Australia,QLD,Media Manager II,Financial Services,79,7,Mass Customer,15,0,0
Porty,Hansed,2,45,,768 Southridge Drive,2112,Australia,NSW,General Manager,IT,88,11,Mass Customer,13,0,0
Andy,Deeming,0,38,1979-01-09,63386 Talisman Hill,4556,Australia,QLD,Payment Adjustment Coordinator,Manufacturing,79,8,Affluent Customer,7,0,1
Monty,Thomazin,0,66,1951-09-16,30738 Muir Avenue,3105,Australia,VIC,Quality Engineer,,7,10,Mass Customer,13,0,1
Briano,Janowski,0,23,1994-07-17,3259 Eagan Parkway,2066,Australia,NSW,Analyst Programmer,,66,8,Mass Customer,7,0,0
Ginger,,0,78,1939-02-19,160 Fremont Point,2259,Australia,NSW,Human Resources Manager,,94,8,Mass Customer,11,0,0
Logan,Colomb,0,69,1948-01-01,266 Lakewood Terrace,2761,Australia,NSW,Recruiter,,74,8,Mass Customer,19,0,1
Nichols,Devinn,0,38,1979-09-29,5280 Waxwing Point,2071,Australia,NSW,Recruiter,,47,12,Affluent Customer,11,0,0
Catha,Davitt,1,59,1958-04-16,192 South Junction,2567,Australia,NSW,Environmental Specialist,Property,79,7,High Net Worth,6,0,1
Melosa,McOwan,1,16,2001-04-17,900 Victoria Way,2211,Australia,NSW,Compensation Analyst,Financial Services,25,9,Mass Customer,12,0,0
Maris,Leete,1,44,1973-04-14,06 Main Alley,4300,Australia,QLD,Engineer IV,Retail,21,4,Mass Customer,7,0,0
Wilburt,Padden,0,23,1994-09-30,22 Muir Avenue,2148,Australia,NSW,Engineer I,Manufacturing,22,5,Mass Customer,3,0,0
Rosabelle,Godsmark,1,22,1995-10-19,4871 Caliangt Hill,4102,Australia,QLD,Executive Secretary,,60,8,Mass Customer,3,0,1
Guilbert,Bearns,0,35,1982-10-29,47776 Packers Street,3226,Australia,VIC,Financial Analyst,Financial Services,42,8,Mass Customer,5,0,1
Meridith,Urwin,1,20,1997-03-07,535 Graedel Circle,2444,Australia,NSW,Registered Nurse,Health,62,7,High Net Worth,10,0,1
Leeland,,0,60,1957-01-24,9 Stephen Center,4122,Australia,QLD,VP Quality Control,Telecommunications,66,4,High Net Worth,12,0,0
Gerta,Porrett,1,58,1959-11-13,074 Badeau Crossing,3250,Australia,VIC,Registered Nurse,Health,46,2,High Net Worth,12,0,0
Karrah,Howell,1,61,1956-11-07,4897 Melody Road,2566,Australia,NSW,Civil Engineer,Manufacturing,63,9,Mass Customer,17,0,0
Alick,Baise,0,19,1998-08-16,096 Gateway Road,2747,Australia,NSW,Pharmacist,Health,62,8,Mass Customer,1,0,1
Casandra,Betteridge,1,75,1942-09-10,68 Bluestem Center,3166,Australia,VIC,Cost Accountant,Financial Services,29,10,Affluent Customer,9,0,1
Maurine,Clee,1,37,1980-09-13,6 Maple Plaza,2042,Australia,NSW,Automation Specialist II,Property,45,10,High Net Worth,5,0,1
Darwin,Bumpas,0,39,1978-12-27,6812 Gina Point,3082,Australia,VIC,Junior Executive,Health,24,7,Affluent Customer,18,0,1
Hayes,Daveren,0,64,1953-03-27,1 Becker Parkway,4350,Australia,QLD,VP Quality Control,Manufacturing,32,2,Affluent Customer,11,0,1
Piper,Issacov,1,78,1939-11-08,52201 Tony Avenue,2088,Australia,NSW,Human Resources Assistant III,Health,67,9,Affluent Customer,22,0,1
Markus,Pendrey,0,58,1959-08-01,2382 Anthes Crossing,2153,Australia,NSW,Clinical Specialist,Health,88,10,Affluent Customer,12,0,1
Sile,Zappel,1,59,1958-03-29,44350 Buell Alley,4018,Australia,QLD,Business Systems Development Analyst,IT,47,6,High Net Worth,15,0,0
Craggy,Happel,0,38,1979-02-10,23 Del Sol Alley,3064,Australia,VIC,Marketing Manager,Manufacturing,37,6,High Net Worth,8,0,1
Egor,Mariette,0,37,1980-11-26,79 Mockingbird Plaza,3163,Australia,VIC,Financial Advisor,Financial Services,42,7,Affluent Customer,3,0,0
Reinald,Bembrigg,0,64,1953-08-21,858 Portage Hill,2770,Australia,NSW,Senior Financial Analyst,Financial Services,54,7,Affluent Customer,10,0,0
Kissie,Line,1,17,2000-05-20,629 Grasskamp Junction,2200,Australia,NSW,Environmental Tech,Manufacturing,2,9,Affluent Customer,7,0,1
Quentin,Gerleit,1,27,1990-09-15,88 Aberg Circle,3806,Australia,VIC,Associate Professor,Manufacturing,32,8,Mass Customer,4,0,0
Karoly,Burgoine,0,70,1947-04-06,18 Morning Circle,3012,Australia,VIC,Account Representative IV,Health,57,2,High Net Worth,21,0,1
Clarine,Piecha,1,53,1964-12-07,7523 Eggendart Hill,4151,Australia,QLD,Dental Hygienist,Health,99,10,High Net Worth,14,0,0
Mycah,Beaston,0,56,1961-07-31,2 Mandrake Street,2221,Australia,NSW,Environmental Specialist,,11,11,High Net Worth,12,0,1
Clemmie,Bartoszewicz,1,59,1958-07-28,727 Morrow Parkway,3197,Australia,VIC,Statistician IV,Financial Services,87,9,Mass Customer,8,0,0
Randall,Mason,0,43,1974-07-28,83497 Memorial Plaza,2570,Australia,NSW,Product Engineer,Health,95,11,Mass Customer,12,0,1
Donica,Humby,1,50,1967-06-01,488 Briar Crest Court,2101,Australia,NSW,Senior Cost Accountant,Financial Services,47,12,Mass Customer,4,0,0
Lotty,Loach,1,56,1961-08-23,78451 South Street,2380,Australia,NSW,Nurse,Health,76,3,High Net Worth,7,0,1
Marie-jeanne,Breawood,1,64,1953-10-12,6 Prairieview Pass,2770,Australia,NSW,Clinical Specialist,Health,37,6,High Net Worth,8,0,0
Babara,Sissel,1,43,1974-06-08,5 Ohio Road,3169,Australia,VIC,,IT,50,10,Mass Customer,21,0,1
Rodolphe,Glenton,0,43,1974-09-28,4787 Golf Terrace,3163,Australia,VIC,Programmer Analyst II,Financial Services,88,7,Affluent Customer,11,0,0
Thorvald,Duckerin,0,22,1995-10-20,4 Pine View Junction,3021,Australia,VIC,Electrical Engineer,Manufacturing,58,8,Affluent Customer,1,0,1
Paulina,Iannuzzelli,1,61,1956-03-08,097 Hollow Ridge Alley,2118,Australia,NSW,Automation Specialist I,Manufacturing,57,11,Mass Customer,19,0,0
Ricki,Padefield,0,69,1948-08-03,860 Barby Lane,4275,Australia,QLD,Automation Specialist III,Manufacturing,43,9,Affluent Customer,13,0,1
Lizette,McKeaveney,1,23,1994-04-11,6412 Butternut Road,2050,Australia,NSW,Assistant Manager,Health,30,10,High Net Worth,13,0,1
Muffin,Bhar,0,51,1966-04-07,15 Weeping Birch Crossing,2448,Australia,NSW,,,44,4,Affluent Customer,19,0,0
Jeno,Strafford,0,76,1941-07-21,891 Sachtjen Hill,4170,Australia,QLD,Tax Accountant,Financial Services,67,9,High Net Worth,7,0,0
Brigg,Himsworth,0,44,1973-10-10,771 Union Crossing,4570,Australia,QLD,,Telecommunications,63,6,Mass Customer,9,0,1
Judi,Cazereau,1,20,1997-03-03,22 Farmco Avenue,3851,Australia,VIC,GIS Technical Architect,,22,3,Affluent Customer,13,0,1
Shara,Bramhill,2,45,,01 Bunker Hill Drive,2230,Australia,NSW,,IT,24,10,Affluent Customer,2,0,0
Raleigh,Pont,0,53,1964-11-02,7650 Gulseth Parkway,3139,Australia,VIC,Associate Professor,Entertainment,48,7,Mass Customer,14,0,0
Zachariah,Meininking,0,79,1938-06-09,24815 Lindbergh Avenue,2749,Australia,NSW,Cost Accountant,Financial Services,40,7,Affluent Customer,20,0,1
Lesley,Garey,0,23,1994-03-29,924 Lindbergh Court,2226,Australia,NSW,Software Consultant,Telecommunications,52,9,Mass Customer,11,0,0
Adriena,Giffin,1,60,1957-03-17,1 Manitowish Court,2259,Australia,NSW,Analog Circuit Design manager,Argiculture,27,9,Affluent Customer,5,0,1
Antoinette,,1,37,1980-07-28,9 Derek Alley,3058,Australia,VIC,Structural Analysis Engineer,Financial Services,72,9,Affluent Customer,5,0,0
Carr,Hopkynson,0,46,1971-10-18,5990 Fairfield Pass,2318,Australia,NSW,,Manufacturing,64,6,Affluent Customer,16,0,0
Shay,Briand,0,61,1956-10-05,1 Mandrake Way,3844,Australia,VIC,Project Manager,IT,57,1,Mass Customer,9,0,1
Karney,Burstow,0,45,1972-07-02,4011 Prairieview Court,2031,Australia,NSW,Design Engineer,Property,51,12,Mass Customer,6,0,1
Latrena,Yetts,1,18,1999-06-18,53877 Dakota Crossing,2871,Australia,NSW,Civil Engineer,Manufacturing,11,3,High Net Worth,15,0,1
Jesse,Alflat,0,33,1984-09-01,49 Northfield Drive,2145,Australia,NSW,Executive Secretary,,31,9,High Net Worth,5,0,0
Kelcie,Kingaby,1,17,2000-03-24,0 Summit Center,4019,Australia,QLD,Systems Administrator II,IT,54,4,Mass Customer,6,0,1
Fabio,Commuzzo,0,56,1961-10-02,66 Shopko Circle,3806,Australia,VIC,Software Test Engineer II,Manufacturing,5,8,Mass Customer,18,0,0
Heall,Andrioli,0,76,1941-06-17,370 Eastwood Road,4133,Australia,QLD,Environmental Tech,IT,46,5,Affluent Customer,7,0,1
Rickert,Brasted,0,58,1959-09-18,20 Hoffman Park,2145,Australia,NSW,Staff Scientist,Health,47,9,Mass Customer,10,0,0
Hedwig,Jayme,1,65,1952-08-21,6293 Hooker Point,2099,Australia,NSW,Accountant IV,Property,38,10,Affluent Customer,11,0,0
Penrod,Tomasicchio,0,49,1968-05-28,30 Harper Trail,2318,Australia,NSW,,Health,5,9,High Net Worth,19,0,0
Pancho,Edis,0,47,1970-12-30,64467 Pankratz Pass,3023,Australia,VIC,Assistant Professor,,1,7,Mass Customer,13,0,0
Andriana,Gosnoll,1,53,1964-05-19,900 Brown Junction,2291,Australia,NSW,Chief Design Engineer,Manufacturing,53,10,Mass Customer,8,0,0
Nilson,Wiggam,0,21,1996-02-15,8845 Spaight Way,3049,Australia,VIC,Paralegal,Financial Services,48,6,Mass Customer,9,0,0
Denny,Spleving,1,44,1973-05-13,85420 Myrtle Road,2114,Australia,NSW,Business Systems Development Analyst,Manufacturing,84,8,Affluent Customer,5,0,1
Roth,Crum,2,45,,276 Anthes Court,2450,Australia,NSW,Legal Assistant,IT,0,6,Mass Customer,2,0,0
Olia,O' Mullan,1,44,1973-03-24,6315 Mendota Parkway,2263,Australia,NSW,Account Executive,Health,77,7,Mass Customer,8,0,0
Conway,Juarez,0,50,1967-03-02,66904 American Ash Hill,4814,Australia,QLD,Help Desk Technician,,27,5,Affluent Customer,17,0,0
Dru,Crellim,1,54,1963-03-04,90 Morningstar Drive,3030,Australia,VIC,,,57,7,Mass Customer,12,0,0
Shaw,MacEvilly,0,17,2000-05-06,34020 Sheridan Park,2768,Australia,NSW,Software Test Engineer III,Health,10,9,Affluent Customer,16,0,0
Brook,Eade,1,60,1957-11-17,58 Meadow Valley Court,2330,Australia,NSW,Sales Representative,Retail,65,5,Mass Customer,8,0,1
Aleece,Feige,1,42,1975-09-16,2030 Anderson Lane,2141,Australia,NSW,,Manufacturing,49,10,Mass Customer,18,0,0
Dolorita,Strutton,1,26,1991-05-21,07 Acker Pass,3178,Australia,VIC,General Manager,Manufacturing,7,8,Affluent Customer,17,0,0
Harman,A'field,0,57,1960-12-27,31815 Vermont Drive,4227,Australia,QLD,Geologist III,Manufacturing,39,5,Affluent Customer,6,0,1
Hildegarde,Bamb,1,56,1961-02-10,5070 Division Parkway,3910,Australia,VIC,Help Desk Operator,,16,9,High Net Worth,10,0,1
Launce,Gale,0,78,1939-01-15,4 Fordem Avenue,2777,Australia,NSW,,,86,9,Mass Customer,21,0,0
Ilise,Clissold,1,30,1987-11-16,659 Comanche Plaza,2153,Australia,NSW,Developer IV,Entertainment,58,10,High Net Worth,9,0,0
Julita,Prene,1,38,1979-05-16,5 Myrtle Junction,4128,Australia,QLD,Chemical Engineer,Manufacturing,14,2,High Net Worth,13,0,1
Ashlen,Willbond,1,33,1984-05-15,723 Grayhawk Way,3934,Australia,VIC,Software Consultant,Health,64,8,High Net Worth,16,0,0
Keely,Bointon,1,29,1988-10-16,55 Dorton Point,4154,Australia,QLD,Nurse,Telecommunications,71,9,High Net Worth,3,0,0
Poul,Gaskin,0,67,1950-06-15,9 Killdeer Circle,2643,Australia,NSW,Help Desk Operator,Telecommunications,78,2,High Net Worth,17,0,0
Sheilakathryn,Huff,1,59,1958-05-15,04 Miller Drive,2477,Australia,NSW,Assistant Manager,,45,6,High Net Worth,14,0,1
Rubia,Evetts,1,27,1990-12-21,64213 Miller Point,2071,Australia,NSW,Pharmacist,Health,59,9,Mass Customer,16,0,0
Francklin,Cross,0,36,1981-04-06,24593 Jackson Parkway,2231,Australia,NSW,Teacher,Property,51,10,Mass Customer,3,0,1
Wilone,Champley,1,34,1983-11-06,9346 Lyons Point,2077,Australia,NSW,,Manufacturing,22,10,High Net Worth,17,0,0
Lezlie,Clemits,1,44,1973-05-30,0504 Nevada Drive,2155,Australia,NSW,Senior Cost Accountant,Financial Services,2,10,Mass Customer,15,0,1
Kathe,Oller,1,58,1959-08-20,817 Loftsgordon Road,3029,Australia,VIC,General Manager,Manufacturing,47,4,Mass Customer,5,0,1
Dulce,Bradwell,1,60,1957-07-03,30 Lukken Point,4159,Australia,QLD,Research Associate,Manufacturing,61,9,Mass Customer,20,0,0
Felice,Dechelette,0,19,1998-02-05,4 Kingsford Trail,4051,Australia,QLD,Librarian,Entertainment,75,4,High Net Worth,3,0,0
Joane,Caldes,1,39,1978-03-17,42 3rd Plaza,2250,Australia,NSW,Senior Cost Accountant,Financial Services,84,7,High Net Worth,13,0,1
Diane,Furman,1,24,1993-08-11,6660 Riverside Circle,3013,Australia,VIC,,Manufacturing,67,9,Affluent Customer,13,0,1
Ogdan,Blenkinship,0,66,1951-01-18,21712 Texas Court,3429,Australia,VIC,Occupational Therapist,Health,65,5,Mass Customer,21,0,1
Kizzee,Agget,1,41,1976-07-25,122 Marcy Park,2213,Australia,NSW,Statistician II,Manufacturing,98,10,Affluent Customer,8,0,0
Stephi,Highton,1,30,1987-09-09,293 Mendota Park,2154,Australia,NSW,Software Engineer I,Telecommunications,30,10,Mass Customer,12,0,1
Martino,Scoles,0,42,1975-01-19,47 Scofield Junction,3620,Australia,VIC,Senior Financial Analyst,Financial Services,18,4,Mass Customer,14,0,0
Morgen,Newport,1,57,1960-08-31,9 Washington Center,3340,Australia,VIC,Project Manager,Manufacturing,5,4,Mass Customer,6,0,0
Eugenie,Brinson,1,54,1963-08-10,7109 Grayhawk Avenue,3073,Australia,VIC,Assistant Media Planner,Entertainment,79,6,Mass Customer,17,0,1
Reinold,Natt,0,53,1964-08-23,70 Evergreen Hill,3207,Australia,VIC,Help Desk Technician,Financial Services,16,8,High Net Worth,8,0,1
Jo,Roberts,1,72,1945-10-31,20139 Lakewood Plaza,2440,Australia,NSW,Paralegal,Financial Services,41,3,High Net Worth,11,0,1
Jacklin,Duchant,1,77,1940-03-18,9 Memorial Road,4132,Australia,QLD,Legal Assistant,Argiculture,77,4,Mass Customer,17,0,0
Colas,Gabbitas,0,71,1946-09-09,3094 Elka Place,2166,Australia,NSW,Staff Scientist,Retail,98,9,High Net Worth,20,0,0
Claudetta,Ricciardiello,1,43,1974-04-30,31 Schurz Parkway,3181,Australia,VIC,Internal Auditor,Financial Services,61,8,Mass Customer,21,0,1
Angele,Cadore,1,63,1954-09-06,85894 Amoth Court,4125,Australia,QLD,Chief Design Engineer,,5,7,Mass Customer,7,0,1
Cicily,Hast,1,46,1971-04-26,955 Burning Wood Way,2478,Australia,NSW,Food Chemist,Health,63,3,Affluent Customer,8,0,1
Harland,Messenger,0,43,1974-05-28,27 Crownhardt Center,3934,Australia,VIC,Software Test Engineer I,Retail,90,10,Mass Customer,8,0,0
Sim,Constantinou,0,25,1992-08-09,41002 Loomis Park,2010,Australia,NSW,Analog Circuit Design manager,Property,91,9,Mass Customer,5,0,0
Shanon,Rolfe,1,76,1941-08-19,10 Cottonwood Point,2530,Australia,NSW,Sales Representative,Retail,63,7,High Net Worth,8,0,0
Chryste,Oddboy,1,29,1988-08-22,2115 Maryland Alley,2320,Australia,NSW,Software Engineer III,Manufacturing,44,9,High Net Worth,4,0,1
Edin,Patinkin,1,25,1992-03-26,6 Milwaukee Hill,3015,Australia,VIC,Account Executive,Health,35,4,Mass Customer,17,0,0
Nolly,Ivanchikov,0,23,1994-02-10,6792 Kropf Hill,2049,Australia,NSW,Help Desk Operator,Manufacturing,13,11,High Net Worth,11,0,1
Michele,Pammenter,0,34,1983-06-26,37 Mesta Road,3198,Australia,VIC,Teacher,Health,23,8,High Net Worth,2,0,0
Liane,Abelevitz,1,41,1976-11-25,85340 Hovde Way,3153,Australia,VIC,Operator,,26,7,Mass Customer,3,0,0
Philbert,Bangs,0,51,1966-03-03,02643 Moose Court,4500,Australia,QLD,Environmental Specialist,IT,67,7,Mass Customer,6,0,1
Candy,,1,40,1977-12-08,59252 Maryland Drive,3500,Australia,VIC,,Financial Services,23,3,Mass Customer,6,0,0
Noami,Cokly,1,55,1962-09-17,2886 Buena Vista Terrace,2038,Australia,NSW,,Manufacturing,74,11,Mass Customer,15,0,1
Lyndell,Jereatt,1,23,1994-11-28,58770 Monterey Plaza,2122,Australia,NSW,Payment Adjustment Coordinator,,14,12,High Net Worth,13,0,0
Maximilien,Bourget,0,48,1969-04-29,2941 Loftsgordon Hill,3337,Australia,VIC,Geologist I,Financial Services,12,7,Mass Customer,6,0,1
Benedikta,Naptin,1,22,1995-08-13,345 Fieldstone Park,2121,Australia,NSW,Operator,Retail,59,11,Mass Customer,15,0,1
Rhodie,Gaskall,1,53,1964-02-01,251 Pierstorff Alley,4170,Australia,QLD,VP Quality Control,,83,9,Mass Customer,9,0,1
Afton,Andrassy,1,19,1998-10-14,220 Cody Alley,3075,Australia,VIC,Web Designer II,Retail,78,8,Mass Customer,7,0,0
Blondell,Dibdall,1,50,1967-01-03,34 Bunting Pass,3048,Australia,VIC,Programmer III,,62,4,Mass Customer,4,0,0
Sonia,Dunstall,1,42,1975-07-30,99 Park Meadow Hill,2570,Australia,NSW,Accountant III,Financial Services,0,9,Mass Customer,10,0,0
Benedikt,Adamou,0,30,1987-01-15,4 Bluestem Pass,3564,Australia,VIC,Recruiting Manager,Health,15,3,Mass Customer,11,0,0
Don,Spratling,0,48,1969-01-05,078 Erie Point,2760,Australia,NSW,Associate Professor,Property,82,10,Affluent Customer,7,0,1
Moll,Ogilby,1,37,1980-12-19,6 Hansons Crossing,4123,Australia,QLD,Research Assistant III,Manufacturing,25,6,Mass Customer,13,0,1
Jammie,Seldner,1,42,1975-02-25,8 Saint Paul Junction,2066,Australia,NSW,Human Resources Manager,Health,42,10,Mass Customer,15,0,1
Inglis,Pickaver,0,23,1994-06-25,14067 Armistice Plaza,2770,Australia,NSW,Product Engineer,Telecommunications,33,8,Affluent Customer,1,0,0
Clarabelle,Broschek,1,54,1963-08-25,8491 Pennsylvania Crossing,4035,Australia,QLD,Geological Engineer,Manufacturing,6,6,Mass Customer,18,0,0
